Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Number_of_Customers,Engagement_Score2,Engagement_Score3
CID1331,DataTech Solutions,Social Media,Women 35-44,46,Email,10.98,223.36,24.47,Los Angeles,French,7756,45422,52.35,Tech Enthusiasts,7/3/2024,309,49.35,46.35
CID1332,TechCorp,Influencer,All Ages,87,Website,5.52,333.69,26.1,Miami,English,4756,23904,63.21,Outdoor Adventurers,3/17/2024,644,60.21,63.21
CID1333,Innovate Industries,Display,Men 25-34,74,Website,4.13,870.88,10.86,Houston,German,2576,31915,62.83,Health & Wellness,1/26/2024,553,59.83,62.83
CID1334,NexGen Systems,Display,All Ages,55,Website,2.64,332.64,15.97,New York,Spanish,5800,44598,62.89,Health & Wellness,5/5/2024,198,59.89,62.89
CID1335,TechCorp,Email,Men 25-34,37,Instagram,1.86,346.56,20.54,Houston,Spanish,1935,38110,90.38,Fashionistas,1/1/2024,308,94.38,90.38
CID1336,DataTech Solutions,Influencer,All Ages,85,Facebook,13.93,970.38,37.57,Chicago,French,8326,21845,74.66,Outdoor Adventurers,5/30/2024,322,71.66,74.66
CID1337,NexGen Systems,Email,Women 25-34,97,YouTube,1.58,987.38,23.05,Miami,German,2366,27396,84.64,Fashionistas,1/29/2024,300,88.64,84.64
CID1338,DataTech Solutions,Social Media,Women 25-34,77,Website,16.34,190.92,15.71,New York,French,7125,21679,58.31,Tech Enthusiasts,4/28/2024,754,55.31,58.31
CID1339,Innovate Industries,Email,Men 25-34,13,Facebook,3.14,569.25,10.94,Miami,English,1044,25468,70.59,Health & Wellness,8/23/2024,224,74.59,70.59
CID1340,NexGen Systems,Display,Women 35-44,20,Website,6.53,958.02,5.11,New York,French,5011,38149,61.1,Health & Wellness,5/15/2024,791,58.1,61.1
CID1341,TechCorp,Display,Men 25-34,47,Google Ads,3.22,610.48,6.66,Chicago,German,4477,35895,65.28,Tech Enthusiasts,8/8/2024,749,62.28,65.28
CID1342,TechCorp,Influencer,All Ages,69,Facebook,8.93,780.7,36.29,Miami,German,9599,26630,74.28,Outdoor Adventurers,5/10/2024,352,71.28,74.28
CID1343,DataTech Solutions,Social Media,Women 25-34,21,Website,14.46,789.03,13.16,Chicago,French,14836,36732,57.65,Health & Wellness,11/2/2023,113,54.65,57.65
CID1344,NexGen Systems,Social Media,Women 25-34,66,Website,9.58,268.76,26.74,Chicago,English,7559,29796,57.92,Outdoor Adventurers,6/15/2024,469,54.92,57.92
CID1345,NexGen Systems,Influencer,Men 18-24,77,Website,5.31,316.83,29.3,Houston,French,6977,23194,62.12,Fashionistas,1/10/2024,528,59.12,62.12
CID1346,DataTech Solutions,Influencer,Women 25-34,39,Email,10.64,183.27,31.39,Miami,German,6696,28609,53.75,Outdoor Adventurers,2/9/2024,860,50.75,47.75
CID1347,TechCorp,Social Media,All Ages,13,YouTube,13.18,808.18,21.35,New York,English,11197,24090,81.52,Foodies,6/28/2024,522,78.52,81.52
CID1348,NexGen Systems,Email,Women 25-34,19,YouTube,5.81,287.65,25.39,Houston,English,1184,26240,80.5,Health & Wellness,2/19/2024,437,84.5,80.5
CID1349,Alpha Innovations,Social Media,Men 18-24,83,Email,9.97,674.64,29,Houston,Spanish,8546,28474,57.6,Foodies,7/29/2024,460,54.6,51.6
CID1350,TechCorp,Display,Men 18-24,48,Google Ads,3.05,444.33,6.92,Los Angeles,German,3351,34040,73.92,Outdoor Adventurers,5/21/2024,272,70.92,73.92
CID1351,TechCorp,Email,Women 35-44,89,YouTube,6.23,765.01,12.44,Miami,English,3034,32499,81.08,Health & Wellness,10/13/2023,343,78.08,81.08
CID1352,NexGen Systems,Social Media,All Ages,20,Website,11.4,304.09,23.04,Miami,Spanish,10073,12661,60.87,Fashionistas,9/12/2023,331,57.87,60.87
CID1353,TechCorp,Display,Women 25-34,51,Email,5.53,975.17,14.13,Houston,Spanish,2276,39956,59.28,Fashionistas,4/29/2024,344,56.28,53.28
CID1354,DataTech Solutions,Search,All Ages,92,Instagram,12.74,761.44,45.32,Houston,Spanish,11168,23213,98,Health & Wellness,11/25/2023,124,95,98
CID1355,TechCorp,Influencer,Men 18-24,77,Email,14.08,839.64,21.19,Chicago,German,6144,16479,54.32,Fashionistas,6/9/2024,842,51.32,48.32
CID1356,Alpha Innovations,Email,Men 18-24,44,Website,2.69,405.12,14.49,Miami,French,1209,32479,59.15,Health & Wellness,1/19/2024,192,56.15,59.15
CID1357,TechCorp,Email,Men 25-34,80,Website,3.13,815.37,19.53,Miami,Spanish,2724,24237,61.75,Tech Enthusiasts,11/13/2023,409,58.75,61.75
CID1358,DataTech Solutions,Email,Women 35-44,38,Facebook,4.45,710.61,25.71,New York,Spanish,1967,33964,76.59,Health & Wellness,12/13/2023,300,73.59,76.59
CID1359,Alpha Innovations,Search,Women 35-44,16,YouTube,18.73,494.81,47.96,New York,German,9917,34035,82,Tech Enthusiasts,12/7/2023,675,79,82
CID1360,Innovate Industries,Search,Men 25-34,47,Instagram,10.77,741.21,59.12,Los Angeles,French,6096,20137,93.88,Outdoor Adventurers,5/16/2024,206,97.88,93.88
CID1361,DataTech Solutions,Display,Women 25-34,79,Instagram,3.1,143.91,18.02,Houston,Spanish,2952,31918,95,Tech Enthusiasts,3/4/2024,454,99,95
CID1362,Innovate Industries,Email,Men 18-24,62,Instagram,4.41,343.83,15.7,Chicago,German,4261,34592,95.2,Foodies,2/6/2024,851,92.2,95.2
CID1363,Innovate Industries,Influencer,Women 35-44,36,Email,8.65,429.27,27.3,Houston,French,6828,22226,56.66,Outdoor Adventurers,6/13/2024,954,53.66,50.66
CID1364,Alpha Innovations,Search,Men 18-24,10,Google Ads,11.03,713.09,47.56,Chicago,English,6101,35862,71.08,Tech Enthusiasts,8/16/2024,372,68.08,71.08
CID1365,Alpha Innovations,Email,All Ages,17,Email,8.19,290.44,26.02,Chicago,German,2684,31675,51.31,Tech Enthusiasts,5/30/2024,957,48.31,45.31
CID1366,TechCorp,Email,All Ages,82,Website,3.64,492.96,18.87,Los Angeles,English,2171,22799,63.88,Fashionistas,4/19/2024,812,60.88,63.88
CID1367,Alpha Innovations,Social Media,Women 25-34,60,Website,11.12,654.18,25.72,Houston,German,6922,48262,57.64,Fashionistas,8/16/2024,213,54.64,57.64
CID1368,Alpha Innovations,Social Media,Women 35-44,66,Google Ads,12.09,485.77,16.81,Chicago,German,6002,41075,68.06,Fashionistas,2/19/2024,342,65.06,68.06
CID1369,Alpha Innovations,Social Media,Women 35-44,79,Facebook,16.15,592.58,15.15,Houston,English,8026,29706,70.69,Tech Enthusiasts,9/24/2023,377,67.69,70.69
CID1370,DataTech Solutions,Search,Men 18-24,61,Facebook,16.6,195.87,52.74,Los Angeles,German,7015,30812,70.1,Tech Enthusiasts,2/15/2024,283,67.1,70.1
CID1371,Innovate Industries,Display,Women 35-44,42,Email,6.06,869.41,18.25,Miami,French,4701,39219,55.49,Outdoor Adventurers,8/15/2024,647,52.49,49.49
CID1372,TechCorp,Influencer,Women 35-44,97,Google Ads,11.77,154.46,30.74,Los Angeles,Spanish,5367,28015,72.24,Fashionistas,6/10/2024,276,69.24,72.24
CID1373,Innovate Industries,Email,Men 18-24,95,YouTube,7.71,421.61,30,Houston,French,2419,20567,83.97,Fashionistas,4/19/2024,207,80.97,83.97
CID1374,Innovate Industries,Search,Men 25-34,45,Website,16.43,840.35,42.02,Houston,Spanish,6360,28084,62.96,Health & Wellness,2/21/2024,918,59.96,62.96
CID1375,Alpha Innovations,Email,Men 18-24,42,Instagram,6.41,712.7,23.21,Chicago,Spanish,4982,28579,91.63,Outdoor Adventurers,7/7/2024,477,88.63,91.63
CID1376,Alpha Innovations,Email,Women 35-44,90,YouTube,4.92,645.35,17.13,New York,English,2550,35674,83.9,Outdoor Adventurers,5/26/2024,259,80.9,83.9
CID1377,NexGen Systems,Display,Men 25-34,66,Facebook,3.57,470.43,12.74,New York,French,2559,47180,73.79,Tech Enthusiasts,6/13/2024,682,77.79,73.79
CID1378,DataTech Solutions,Influencer,Men 25-34,87,YouTube,10.95,244.28,36.35,Houston,English,3822,29283,78.37,Fashionistas,9/30/2023,195,82.37,78.37
CID1379,NexGen Systems,Display,Men 25-34,90,Email,3.57,588.28,8.01,Miami,Spanish,6339,32538,58.13,Fashionistas,11/15/2023,279,55.13,52.13
CID1380,TechCorp,Influencer,Men 25-34,80,Facebook,12.38,397.66,31.36,Houston,Spanish,8290,15107,77.3,Foodies,3/2/2024,752,81.3,77.3
CID1381,Innovate Industries,Display,Women 25-34,72,Google Ads,5.18,922.2,12.05,Los Angeles,Spanish,3277,30745,72.81,Health & Wellness,10/6/2023,657,76.81,72.81
CID1382,NexGen Systems,Social Media,Men 18-24,68,Facebook,15.04,932.3,13.85,Chicago,English,14175,30491,75.82,Outdoor Adventurers,12/21/2023,257,72.82,75.82
CID1383,Innovate Industries,Social Media,Women 35-44,92,YouTube,8.07,490.92,27.57,Los Angeles,Spanish,11430,34647,78.71,Fashionistas,6/10/2024,863,75.71,78.71
CID1384,Alpha Innovations,Influencer,All Ages,100,Instagram,11.97,926.01,29.54,Los Angeles,French,3889,18195,88.2,Tech Enthusiasts,11/12/2023,1000,85.2,88.2
CID1385,NexGen Systems,Display,All Ages,77,Facebook,4.14,784.65,8.74,Chicago,English,4882,44886,78.62,Foodies,3/3/2024,851,75.62,78.62
CID1386,Alpha Innovations,Influencer,Women 35-44,14,Google Ads,14.09,986.02,26.56,Houston,German,9018,21041,71.62,Fashionistas,4/3/2024,456,68.62,71.62
CID1387,Innovate Industries,Social Media,Women 35-44,15,Instagram,9,905.28,16.96,Los Angeles,German,9558,24878,99.06,Fashionistas,8/20/2024,764,96.06,99.06
CID1388,TechCorp,Email,Men 18-24,79,Email,8.73,107.65,21.46,Chicago,Spanish,3792,33644,59.98,Outdoor Adventurers,3/19/2024,211,56.98,53.98
CID1389,TechCorp,Influencer,All Ages,89,Website,11.73,424.92,33.85,Los Angeles,German,5254,27577,60.57,Fashionistas,8/29/2024,901,57.57,60.57
CID1390,NexGen Systems,Email,All Ages,81,YouTube,1.94,875.65,12.57,Houston,German,2164,31005,82.66,Fashionistas,4/17/2024,512,79.66,82.66
CID1391,TechCorp,Search,Men 18-24,70,Facebook,15.42,799.37,54.62,Chicago,Spanish,4783,31457,73.12,Fashionistas,5/3/2024,352,70.12,73.12
CID1392,Innovate Industries,Display,Men 25-34,75,Instagram,3.51,700.5,17.56,Miami,Spanish,3058,45879,99.03,Health & Wellness,7/1/2024,815,103.03,99.03
CID1393,Alpha Innovations,Search,Women 35-44,99,Instagram,18.6,328.35,59.21,Miami,French,8398,26075,95.49,Foodies,9/12/2023,249,92.49,95.49
CID1394,Alpha Innovations,Social Media,All Ages,42,Email,8.22,732.54,24.71,Chicago,English,5474,11524,53.73,Fashionistas,8/20/2024,629,50.73,47.73
CID1395,TechCorp,Email,Men 25-34,69,YouTube,9.46,411.02,14.01,Miami,English,4005,21922,76.71,Foodies,9/27/2023,531,80.71,76.71
CID1396,Innovate Industries,Influencer,Women 25-34,34,Facebook,12.53,435.59,25.59,Los Angeles,German,6316,22614,75.48,Tech Enthusiasts,3/22/2024,951,79.48,75.48
CID1397,DataTech Solutions,Search,Women 25-34,54,Email,12.29,109.75,40.28,Chicago,French,9091,22275,51.26,Fashionistas,1/16/2024,409,48.26,45.26
CID1398,Alpha Innovations,Search,Men 18-24,40,Website,15.07,693.67,44.22,New York,German,11202,33885,56.05,Health & Wellness,1/11/2024,185,53.05,56.05
CID1399,DataTech Solutions,Email,All Ages,87,Email,8.3,957.23,10.13,Houston,Spanish,1751,27772,51.39,Fashionistas,8/2/2024,187,48.39,45.39
CID1400,Innovate Industries,Search,Women 35-44,68,Google Ads,16.63,570.47,43.05,Chicago,German,10791,34492,72.47,Foodies,3/11/2024,667,69.47,72.47
CID1401,NexGen Systems,Search,Women 35-44,27,Website,12.27,652,58.66,Chicago,English,11245,32623,60.95,Foodies,10/1/2023,132,57.95,60.95
CID1402,Innovate Industries,Influencer,Men 18-24,79,Email,14.36,888.2,24.76,Chicago,German,6807,15433,53.23,Tech Enthusiasts,7/22/2024,368,50.23,47.23
CID1403,NexGen Systems,Social Media,Men 25-34,26,Google Ads,9.36,526.65,12.22,Los Angeles,Spanish,8037,44870,67.77,Health & Wellness,7/27/2024,787,64.77,67.77
CID1404,Innovate Industries,Influencer,Women 35-44,99,YouTube,8.04,871.55,39.51,Miami,Spanish,5551,17085,76.61,Health & Wellness,8/16/2024,421,73.61,76.61
CID1405,Innovate Industries,Display,Women 35-44,18,Facebook,6.39,831.32,17.26,Miami,English,6156,35485,72.64,Tech Enthusiasts,7/23/2024,188,69.64,72.64
CID1406,Alpha Innovations,Influencer,Men 18-24,59,Instagram,10.68,789.01,23.12,Chicago,Spanish,9348,25218,87.05,Outdoor Adventurers,2/20/2024,375,84.05,87.05
CID1407,DataTech Solutions,Email,All Ages,65,Instagram,4.23,105.57,27.62,Houston,French,3242,20502,99.97,Tech Enthusiasts,11/24/2023,806,96.97,99.97
CID1408,NexGen Systems,Email,Women 35-44,31,Email,5.02,822.61,29.92,Los Angeles,German,3831,36547,54.45,Fashionistas,4/12/2024,854,51.45,48.45
CID1409,Alpha Innovations,Display,Women 25-34,90,Google Ads,4.55,671.45,9.85,Chicago,Spanish,6998,30252,73.98,Health & Wellness,5/14/2024,874,77.98,73.98
CID1410,NexGen Systems,Email,Women 25-34,62,Google Ads,4.83,743.7,19.96,Houston,French,3862,20703,70.5,Foodies,10/14/2023,540,74.5,70.5
CID1411,Alpha Innovations,Email,Women 35-44,66,Email,9.52,131.33,21.09,New York,German,2534,24555,53.56,Health & Wellness,8/2/2024,696,50.56,47.56
CID1412,Alpha Innovations,Search,Women 35-44,66,Website,13.36,300.34,51.38,Los Angeles,French,9429,36450,63.56,Health & Wellness,6/19/2024,264,60.56,63.56
CID1413,DataTech Solutions,Search,All Ages,18,Website,15.33,240.14,58.33,Houston,German,10487,34156,64.24,Tech Enthusiasts,11/1/2023,593,61.24,64.24
CID1414,DataTech Solutions,Social Media,Men 25-34,21,YouTube,17.11,360.77,16.46,New York,Spanish,7997,31423,82.64,Foodies,9/17/2023,868,86.64,82.64
CID1415,Innovate Industries,Search,Women 35-44,50,Email,19.17,291.29,45.26,Chicago,German,4042,37216,56.61,Fashionistas,2/15/2024,100,53.61,50.61
CID1416,Alpha Innovations,Display,Men 25-34,49,YouTube,3.76,418.31,11.65,Miami,French,6847,31672,79.52,Outdoor Adventurers,6/1/2024,143,83.52,79.52
CID1417,Alpha Innovations,Email,Women 35-44,76,YouTube,8.74,593.92,14.3,Houston,Spanish,1220,31414,79.58,Fashionistas,2/21/2024,749,76.58,79.58
CID1418,Innovate Industries,Search,All Ages,98,Google Ads,18.85,254.69,46.53,New York,German,6205,37237,67.36,Tech Enthusiasts,1/12/2024,210,64.36,67.36
CID1419,NexGen Systems,Email,Men 18-24,93,Website,9.64,642.2,22.21,Los Angeles,Spanish,3261,27157,58.38,Tech Enthusiasts,9/13/2023,204,55.38,58.38
CID1420,TechCorp,Influencer,Men 25-34,60,Facebook,12.47,444.77,27.21,New York,German,7339,25977,74.15,Fashionistas,12/3/2023,123,78.15,74.15
CID1421,DataTech Solutions,Social Media,Women 35-44,35,Instagram,17.18,378.74,23.56,Houston,Spanish,10093,37877,99.23,Fashionistas,9/17/2023,147,96.23,99.23
CID1422,TechCorp,Social Media,Men 18-24,76,YouTube,16.17,747.53,17.83,Houston,English,10075,42095,81.21,Tech Enthusiasts,6/16/2024,404,78.21,81.21
CID1423,NexGen Systems,Email,Women 25-34,77,Email,1.73,976.84,25.27,Houston,English,1826,38214,58.9,Fashionistas,7/1/2024,634,55.9,52.9
CID1424,NexGen Systems,Social Media,Men 25-34,56,Facebook,13.12,263.3,18.27,Chicago,English,9340,11382,70.13,Outdoor Adventurers,9/12/2023,550,74.13,70.13
CID1425,TechCorp,Social Media,Women 25-34,97,Email,8.77,435.65,16.97,Miami,English,6839,25850,51.52,Fashionistas,7/27/2024,960,48.52,45.52
CID1426,NexGen Systems,Social Media,All Ages,69,YouTube,13.01,473.21,20.96,Chicago,German,7582,13693,82.99,Health & Wellness,5/31/2024,825,79.99,82.99
CID1427,DataTech Solutions,Email,Men 25-34,18,Google Ads,5.74,143.44,23.09,Los Angeles,French,2341,35364,67.52,Fashionistas,4/4/2024,650,64.52,67.52
CID1428,DataTech Solutions,Influencer,Women 35-44,44,Instagram,8.8,569.53,37.58,Houston,French,5016,29879,90.7,Foodies,5/6/2024,188,87.7,90.7
CID1429,Innovate Industries,Social Media,All Ages,50,Instagram,10.83,439.32,22.65,Miami,English,14106,37430,95.16,Foodies,10/19/2023,154,92.16,95.16
CID1430,TechCorp,Influencer,Men 25-34,25,YouTube,14.83,261.1,25.04,Miami,French,8993,19965,82.04,Outdoor Adventurers,11/24/2023,315,86.04,82.04
CID1431,NexGen Systems,Email,Men 25-34,93,YouTube,6.99,377.09,11.28,Houston,English,1449,39002,75.07,Outdoor Adventurers,10/28/2023,297,79.07,75.07
CID1432,Innovate Industries,Social Media,All Ages,83,Google Ads,8.34,531.24,29.17,Chicago,English,13019,11375,73.26,Health & Wellness,5/5/2024,374,70.26,73.26
CID1433,DataTech Solutions,Search,Women 25-34,11,Website,17.91,315.09,52.83,Chicago,German,4318,35673,56.39,Foodies,5/21/2024,189,53.39,56.39
CID1434,DataTech Solutions,Influencer,All Ages,36,YouTube,5.98,857.54,24.84,Chicago,English,8793,19543,79.95,Foodies,11/28/2023,825,76.95,82.95
CID1435,DataTech Solutions,Social Media,Men 18-24,37,YouTube,8.36,606.44,15.41,New York,Spanish,5774,25878,76.09,Outdoor Adventurers,8/16/2024,743,73.09,76.09
CID1436,Innovate Industries,Display,Men 25-34,97,YouTube,6.12,667.15,5.87,Houston,Spanish,2070,33906,82.34,Tech Enthusiasts,1/7/2024,773,86.34,82.34
CID1437,Alpha Innovations,Search,Women 25-34,21,Instagram,12.94,273.2,52.36,Miami,Spanish,9127,39257,94.13,Foodies,12/29/2023,311,98.13,94.13
CID1438,DataTech Solutions,Search,Women 35-44,94,Facebook,15.32,672.92,44.9,Houston,French,7531,36151,75.49,Outdoor Adventurers,6/5/2024,882,72.49,77.49
CID1439,Innovate Industries,Display,All Ages,26,YouTube,7.59,544.84,15.59,Los Angeles,English,4174,43436,79.81,Fashionistas,11/21/2023,688,76.81,79.81
CID1440,TechCorp,Display,Men 25-34,55,Email,2.09,827.39,7,Miami,French,3902,37730,53.23,Tech Enthusiasts,10/20/2023,105,50.23,47.23
CID1441,DataTech Solutions,Influencer,Women 35-44,66,Facebook,7.98,467.07,29.59,Chicago,English,7296,27027,75.71,Foodies,3/14/2024,999,72.71,75.71
CID1442,DataTech Solutions,Search,Women 25-34,15,Website,14.61,649.73,44.99,Miami,Spanish,8396,35160,61.95,Tech Enthusiasts,8/8/2024,784,58.95,61.95
CID1443,TechCorp,Social Media,All Ages,85,YouTube,11.24,516.6,12.99,New York,English,11370,46536,80.66,Foodies,9/4/2024,289,77.66,80.66
CID1444,DataTech Solutions,Influencer,Men 18-24,22,Website,13.9,215.03,23.04,Houston,French,7240,18175,63.47,Tech Enthusiasts,2/13/2024,618,60.47,63.47
CID1445,Alpha Innovations,Email,Men 25-34,87,Facebook,8.44,373.99,27.43,New York,French,3366,21360,78.73,Foodies,5/12/2024,457,82.73,78.73
CID1446,DataTech Solutions,Email,Women 25-34,81,Instagram,8.56,114.68,16.97,Houston,French,2063,30527,91.39,Health & Wellness,10/13/2023,851,95.39,91.39
CID1447,NexGen Systems,Influencer,All Ages,63,Facebook,8.39,944.51,24.35,Houston,German,6630,18119,75.49,Outdoor Adventurers,9/20/2023,947,72.49,75.49
CID1448,DataTech Solutions,Display,Women 25-34,92,Website,6.4,223.8,8.92,Chicago,English,2873,30114,56.5,Tech Enthusiasts,12/27/2023,312,53.5,56.5
CID1449,Innovate Industries,Display,All Ages,13,Google Ads,2.01,522,8.87,Los Angeles,English,5202,38921,67.03,Foodies,8/31/2024,147,64.03,67.03
CID1450,DataTech Solutions,Social Media,Men 18-24,94,YouTube,17.01,306.52,28.62,New York,English,14787,30703,84.67,Health & Wellness,3/5/2024,372,81.67,84.67
CID1451,NexGen Systems,Display,All Ages,77,YouTube,6.41,522.21,19.85,Houston,Spanish,6274,49224,81.8,Foodies,7/18/2024,761,78.8,81.8
CID1452,Innovate Industries,Display,All Ages,83,Facebook,4.09,158.56,8.56,Miami,Spanish,4089,36179,76.25,Foodies,7/15/2024,689,73.25,76.25
CID1453,NexGen Systems,Search,Women 25-34,22,Website,10.69,263.64,46.82,Chicago,Spanish,4570,30508,63.88,Health & Wellness,10/26/2023,101,60.88,63.88
CID1454,DataTech Solutions,Social Media,Women 25-34,12,Facebook,9.97,899.54,27.96,New York,English,11615,43418,72.53,Health & Wellness,8/11/2024,115,76.53,72.53
CID1455,NexGen Systems,Influencer,Women 35-44,61,Email,6.17,403.6,35.73,Chicago,Spanish,6205,15359,55.7,Foodies,12/20/2023,582,52.7,49.7
CID1456,Alpha Innovations,Email,Women 35-44,63,Google Ads,4.9,949.18,16.48,Miami,French,4790,23224,74.53,Outdoor Adventurers,11/2/2023,385,71.53,74.53
CID1457,Innovate Industries,Social Media,Women 35-44,17,Facebook,10.14,156.07,15.9,Los Angeles,English,5471,19445,77.15,Tech Enthusiasts,5/22/2024,968,74.15,77.15
CID1458,Innovate Industries,Social Media,Women 25-34,92,YouTube,13.05,933,28.18,Miami,German,5700,12799,77.9,Tech Enthusiasts,4/1/2024,671,81.9,77.9
CID1459,NexGen Systems,Display,All Ages,78,Website,4.63,796.54,18.34,Los Angeles,German,6940,39137,56.25,Fashionistas,7/25/2024,981,53.25,56.25
CID1460,Innovate Industries,Display,Men 18-24,38,Facebook,2.89,569.68,18.02,Los Angeles,Spanish,5957,31343,79.17,Foodies,5/21/2024,633,76.17,79.17
CID1461,NexGen Systems,Email,Men 25-34,29,Instagram,3.87,323.96,14.63,Chicago,German,2611,22511,94.97,Tech Enthusiasts,5/19/2024,676,98.97,94.97
CID1462,Innovate Industries,Social Media,Men 18-24,61,YouTube,9.35,215.85,10.15,Miami,German,12765,27469,84.37,Outdoor Adventurers,1/24/2024,278,81.37,84.37
CID1463,TechCorp,Influencer,Men 25-34,35,YouTube,5.62,450.17,28.72,Miami,French,4897,29417,80.71,Foodies,10/26/2023,393,84.71,80.71
CID1464,Innovate Industries,Influencer,Women 35-44,67,Website,13.27,355.32,24.87,Miami,German,4675,25685,62.54,Fashionistas,8/15/2024,639,59.54,62.54
CID1465,Alpha Innovations,Social Media,Men 18-24,39,Email,15.3,558.68,20.79,New York,German,10555,36095,55.56,Foodies,11/10/2023,246,52.56,49.56
CID1466,Innovate Industries,Influencer,All Ages,15,Website,11.45,162.39,38.12,Chicago,French,8555,24849,56.97,Tech Enthusiasts,12/29/2023,910,53.97,56.97
CID1467,NexGen Systems,Influencer,Women 25-34,93,Instagram,10.87,205.99,25.1,Chicago,German,3306,16157,98.71,Tech Enthusiasts,8/7/2024,466,102.71,98.71
CID1468,TechCorp,Display,All Ages,100,Facebook,6.55,937.1,9.1,New York,French,4586,40579,78.74,Foodies,9/19/2023,493,75.74,78.74
CID1469,NexGen Systems,Social Media,All Ages,60,Website,11.67,708.02,23.84,Chicago,French,8802,40009,58.55,Health & Wellness,9/28/2023,632,55.55,58.55
CID1470,NexGen Systems,Email,Men 18-24,13,YouTube,6.61,709.7,11.82,Houston,Spanish,1838,38138,82.14,Outdoor Adventurers,9/27/2023,146,79.14,82.14
CID1471,NexGen Systems,Email,Women 35-44,35,Email,5.21,608.8,20.77,Chicago,Spanish,3935,21277,51.02,Fashionistas,11/30/2023,308,48.02,45.02
CID1472,Alpha Innovations,Search,Men 25-34,70,Facebook,19.45,363.77,55.18,New York,Spanish,4430,22467,70.64,Tech Enthusiasts,6/2/2024,224,74.64,70.64
CID1473,TechCorp,Email,All Ages,73,Google Ads,4.85,485.12,29.94,Los Angeles,French,4329,20985,71.76,Health & Wellness,12/21/2023,852,68.76,71.76
CID1474,Alpha Innovations,Influencer,Women 25-34,82,Instagram,7.64,977.07,31.37,Miami,German,3611,21911,93.77,Foodies,4/15/2024,587,97.77,93.77
CID1475,Alpha Innovations,Influencer,Men 25-34,46,Website,13.93,588.5,27.63,Los Angeles,English,4560,26547,55.44,Fashionistas,1/12/2024,205,52.44,55.44
CID1476,DataTech Solutions,Influencer,Men 18-24,79,Google Ads,6.29,650.58,24.2,Los Angeles,French,8464,28359,72.33,Fashionistas,2/1/2024,301,69.33,72.33
CID1477,Innovate Industries,Display,All Ages,45,Website,4.71,808.67,13.04,Chicago,English,5270,39750,63,Outdoor Adventurers,9/10/2024,379,60,63
CID1478,NexGen Systems,Display,Men 25-34,86,Email,6.14,758.13,9.45,Los Angeles,German,5271,37116,55.43,Foodies,4/19/2024,398,52.43,49.43
CID1479,NexGen Systems,Email,Women 35-44,18,Email,9.39,684.66,29.88,Los Angeles,English,4320,22345,58.59,Health & Wellness,8/30/2024,539,55.59,52.59
CID1480,Alpha Innovations,Email,Men 18-24,18,Google Ads,6.97,654.17,12.65,Miami,German,1972,20728,69.17,Fashionistas,8/6/2024,530,66.17,69.17
CID1481,DataTech Solutions,Influencer,Men 18-24,28,YouTube,6.94,685.51,20.31,Los Angeles,Spanish,9349,22741,83.17,Fashionistas,9/28/2023,856,80.17,83.17
CID1482,NexGen Systems,Display,Men 25-34,64,Website,7.33,460.43,10.22,Chicago,English,2808,38839,59.73,Tech Enthusiasts,8/5/2024,527,56.73,59.73
CID1483,Alpha Innovations,Display,Men 25-34,11,Google Ads,4.8,312.07,8.67,Los Angeles,German,7873,35266,74.33,Tech Enthusiasts,6/28/2024,757,78.33,74.33
CID1484,NexGen Systems,Social Media,Men 25-34,51,Facebook,9.16,533.09,15.61,Chicago,Spanish,5593,36349,74.63,Tech Enthusiasts,6/10/2024,568,78.63,74.63
CID1485,NexGen Systems,Influencer,All Ages,87,Email,6.58,628.09,36.08,Los Angeles,French,7213,26313,57.13,Fashionistas,5/4/2024,585,54.13,51.13
CID1486,NexGen Systems,Influencer,Women 25-34,97,Website,9.6,487.98,38.87,Miami,Spanish,3214,23557,57.7,Health & Wellness,5/23/2024,474,54.7,57.7
CID1487,Alpha Innovations,Social Media,All Ages,86,Facebook,13.96,468.33,18.02,Miami,German,10987,13647,77.62,Tech Enthusiasts,3/22/2024,780,74.62,77.62
CID1488,Innovate Industries,Display,All Ages,62,Facebook,3.45,940.67,10.04,Houston,German,7989,35884,76.74,Foodies,6/14/2024,850,73.74,76.74
CID1489,TechCorp,Email,Men 25-34,66,Instagram,4.45,993.57,14.47,Chicago,English,3098,31025,91.65,Health & Wellness,5/19/2024,541,95.65,91.65
CID1490,Innovate Industries,Email,Men 25-34,87,YouTube,4.65,324.07,20.43,New York,French,2569,34010,80.76,Tech Enthusiasts,8/27/2024,800,84.76,80.76
CID1491,NexGen Systems,Influencer,All Ages,33,Email,13.21,779.93,39.63,Houston,Spanish,8677,21728,55.52,Fashionistas,3/8/2024,225,52.52,49.52
CID1492,NexGen Systems,Email,Women 25-34,25,Website,5.39,257.68,24.14,Los Angeles,Spanish,4806,28891,62.87,Foodies,5/17/2024,716,59.87,62.87
CID1493,Innovate Industries,Search,Women 35-44,34,Email,14.92,977.75,44.56,New York,Spanish,5411,39405,59.96,Tech Enthusiasts,2/28/2024,702,56.96,53.96
CID1494,NexGen Systems,Social Media,All Ages,48,Google Ads,10.59,371.33,19.19,Houston,English,12453,33618,74.59,Outdoor Adventurers,2/3/2024,123,71.59,74.59
